Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,DTR Rating,# of Reviews,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Seasonal Mod,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5
Mask of the Great Hunt,1190016345,"""6917529123089300706""",,Legendary,Helmet,,Hunter,950,Void Energy Capacity,3,Vault,true,false,2,4,,N/A,N/A,8,2,19,2,20,6,57,8,2,19,2,20,6,57,outlaw,,Upgrade Armor*,,,,,
Righteous Bond,1416697412,"""6917529140821788752""",,Legendary,Warlock Bond,seasonpass,Warlock,960,Void Energy Capacity,3,Vault,false,false,3,9,,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dawn,,Upgrade Armor*,,,,,
Tangled Web Greaves,2151378428,"""6917529146537791500""",,Legendary,Leg Armor,,Titan,960,Arc Energy Capacity,2,Vault,true,false,2,4,,N/A,N/A,25,2,2,6,8,11,54,25,2,2,6,8,11,54,,,Upgrade Armor*,,,,,
Shards of Galanor,691578979,"""6917529131529780982""",,Exotic,Gauntlets,,Hunter,950,Solar Energy Capacity,2,Vault,false,false,2,4,,N/A,N/A,20,9,2,12,2,12,57,20,9,2,12,2,12,57,,,Sharp Edges*,Upgrade Armor*,,,,
Bladesmith's Memory Mask,96643258,"""6917529124556848062""",,Legendary,Helmet,,Hunter,948,Arc Energy Capacity,3,Vault,false,false,2,5,,N/A,N/A,7,7,15,6,2,19,56,7,7,15,6,2,19,56,forge,,Midnight Smith*,Upgrade Armor*,,,,
Orpheus Rig,193869523,"""6917529131914560942""",,Exotic,Leg Armor,,Hunter,956,Arc Energy Capacity,3,Vault,false,false,1,1,,N/A,N/A,11,8,13,2,11,14,59,11,8,13,2,11,14,59,,,Uncanny Arrows*,Upgrade Armor*,,,,
Bladesmith's Memory Grips,2334017923,"""6917529124556843719""",,Legendary,Gauntlets,,Hunter,949,Arc Energy Capacity,1,Vault,false,false,2,5,,N/A,N/A,13,7,9,7,14,6,56,13,7,9,7,14,6,56,forge,,Midnight Smith*,Upgrade Armor*,,,,
Dreambane Hood,1528483180,"""6917529103914159902""",,Legendary,Helmet,moon,Warlock,860,Void Energy Capacity,4,Vault,true,false,3,8,,N/A,N/A,6,11,8,2,6,18,51,6,11,8,2,6,18,51,undying,Unique,Dreambane Mod*,Upgrade Armor*,,,,
Winter's Guile,3844826443,"""6917529141309344700""",,Exotic,Gauntlets,,Warlock,960,Arc Energy Capacity,1,Vault,false,false,1,1,,N/A,N/A,6,14,10,16,6,6,58,6,14,10,16,6,6,58,,,Warlord's Sigil*,Upgrade Armor*,,,,
Prodigal Robes,2454861732,"""6917529123825712190""",,Legendary,Chest Armor,,Warlock,948,Solar Energy Capacity,1,Vault,false,false,2,4,,N/A,N/A,2,7,17,6,18,2,52,2,7,17,6,18,2,52,,,Upgrade Armor*,,,,,
Notorious Collector Mask,2698109346,"""6917529129127053328""",,Legendary,Helmet,,Hunter,950,Void Energy Capacity,1,Vault,false,false,2,6,,N/A,N/A,14,2,14,2,13,11,56,14,2,14,2,13,11,56,,,Collector +3*,Upgrade Armor*,,,,
Boots of Ascendancy,3824429433,"""6917529131873496460""",,Legendary,Leg Armor,garden,Warlock,956,Void Energy Capacity,7,Vault,true,false,3,8,,N/A,N/A,13,2,23,9,10,12,69,13,2,13,9,10,12,59,undying,,Recovery Mod*,Sniper Rifle Scavenger*,Upgrade Armor*,,,
Notorious Invader Strides,3373994939,"""6917529137124150111""",,Legendary,Leg Armor,,Hunter,950,Solar Energy Capacity,2,Vault,false,false,2,6,,N/A,N/A,2,12,16,6,14,8,58,2,12,16,6,14,8,58,,,Invader +3*,Upgrade Armor*,,,,
Strides of the Great Hunt,1444894250,"""6917529124666119403""",,Legendary,Leg Armor,,Hunter,950,Arc Energy Capacity,2,Vault,false,false,2,4,,N/A,N/A,24,2,2,13,6,10,57,24,2,2,13,6,10,57,outlaw,,Dreaming Spectrum*,Upgrade Armor*,,,,
Khepri's Sting,2757274117,"""6917529115039093871""",,Exotic,Gauntlets,,Hunter,950,Arc Energy Capacity,8,Vault,true,false,2,7,,N/A,N/A,12,8,9,8,18,12,67,12,8,9,8,18,2,57,,,Strength Mod*,Shotgun Loader*,Touch of Venom*,Gambit Celadon*,Upgrade Armor*,
Red Moon Phantom Mask,432525353,"""6917529111262356702""",,Legendary,Helmet,,Hunter,949,Void Energy Capacity,5,Vault,true,false,2,4,,N/A,N/A,2,19,6,19,6,2,54,2,19,6,19,6,2,54,,High resilience and discipline,Upgrade Armor*,,,,,
Notorious Invader Strides,3373994939,"""6917529137130195572""",,Legendary,Leg Armor,,Hunter,950,Solar Energy Capacity,1,Vault,false,false,2,6,,N/A,N/A,12,8,7,18,6,7,58,12,8,7,18,6,7,58,,,Invader +3*,Upgrade Armor*,,,,
Swordflight 4.1,2473130418,"""6917529117707709854""",,Legendary,Gauntlets,,Hunter,950,Arc Energy Capacity,5,Vault,true,false,1,1,,N/A,N/A,6,2,19,2,7,16,52,6,2,19,2,7,16,52,undying,,Enhanced Resistant Tether*,Upgrade Armor*,,,,
Iron Will Mask,1098138990,"""6917529115986938957""",,Legendary,Helmet,ironbanner,Hunter,949,Void Energy Capacity,7,Vault,true,false,3,8,,N/A,N/A,12,9,17,6,14,8,66,2,9,17,6,14,8,56,undying,,Mobility Mod*,Hand Cannon Targeting*,Iron Mossbone*,Upgrade Armor*,,
War Mantis,803939997,"""6917529142754784728""",,Rare,Gauntlets,,Hunter,960,Void Energy Capacity,5,Vault,true,false,2,4,,N/A,N/A,8,4,38,0,0,0,50,8,4,38,0,0,0,50,,,Upgrade Armor*,,,,,
Substitutional Alloy Mask,4078925540,"""6917529117652060146""",,Legendary,Helmet,seasonpass,Hunter,950,Arc Energy Capacity,7,Vault,true,false,3,8,,N/A,N/A,6,6,13,2,2,32,61,6,6,13,2,2,22,51,undying,PvP Khepri STR:Strength,Strength Mod*,Scatter Projectile Targeting*,Gambit Celadon*,Upgrade Armor*,,
Khepri's Sting,2757274117,"""6917529145026815461""",,Exotic,Gauntlets,,Hunter,961,Void Energy Capacity,1,Vault,false,false,2,7,,N/A,N/A,9,14,6,2,20,7,58,9,14,6,2,20,7,58,,,Touch of Venom*,Upgrade Armor*,,,,
Notorious Reaper Grips,3533064929,"""6917529137204960821""",,Legendary,Gauntlets,,Hunter,950,Solar Energy Capacity,3,Vault,false,false,2,6,,N/A,N/A,9,8,12,12,6,13,60,9,8,12,12,6,13,60,,,Reaper +3*,Upgrade Armor*,,,,
Tangled Web Bond,1330542168,"""6917529147424858520""",junk,Legendary,Warlock Bond,,Warlock,963,Solar Energy Capacity,4,Vault,false,false,2,4,,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Upgrade Armor*,,,,,
Notorious Reaper Vest,1984789551,"""6917529137210873715""",,Legendary,Chest Armor,,Hunter,950,Void Energy Capacity,2,Vault,false,false,2,6,,N/A,N/A,9,6,14,8,2,21,60,9,6,14,8,2,21,60,,,Reaper +3*,Upgrade Armor*,,,,
Righteous Gloves,785967407,"""6917529141600672964""",,Legendary,Gauntlets,seasonpass,Warlock,960,Void Energy Capacity,6,Vault,false,false,3,9,,N/A,N/A,8,12,13,14,6,11,64,8,12,13,14,6,11,64,dawn,,Upgrade Armor*,,,,,
Ankaa Seeker IV,1929596421,"""6917529116044619173""",,Legendary,Gauntlets,,Warlock,947,Solar Energy Capacity,2,Vault,true,false,2,7,,N/A,N/A,2,6,18,2,18,7,53,2,6,18,2,18,7,53,undying,,Upgrade Armor*,,,,,
Thorium Holt Robes,3717812073,"""6917529141920279802""",,Legendary,Chest Armor,,Warlock,960,Arc Energy Capacity,2,Vault,false,false,2,4,,N/A,N/A,6,12,9,16,12,2,57,6,12,9,16,12,2,57,,,Upgrade Armor*,,,,,
Iron Will Gloves,863444264,"""6917529115873512922""",,Legendary,Gauntlets,ironbanner,Warlock,950,Arc Energy Capacity,5,Vault,true,false,3,8,,N/A,N/A,10,2,27,17,12,2,70,10,2,17,17,12,2,60,undying,Balanced + high total,Recovery Mod*,Iron Mossbone*,Upgrade Armor*,Arms of Optimacy*,,
Righteous Mask,382498903,"""6917529144895935657""",,Legendary,Helmet,seasonpass,Hunter,961,Void Energy Capacity,6,Vault,false,false,3,9,,N/A,N/A,10,16,6,18,2,12,64,10,16,6,18,2,12,64,dawn,,Upgrade Armor*,,,,,
Notorious Collector Mask,2698109346,"""6917529129109308513""",,Legendary,Helmet,,Hunter,950,Arc Energy Capacity,4,Vault,true,false,2,6,,N/A,N/A,7,14,16,9,6,13,65,7,14,6,9,6,13,55,,Unique,Recovery Mod*,Collector +3*,Upgrade Armor*,,,
Iron Will Hood,2205315921,"""6917529115913887312""",,Legendary,Helmet,ironbanner,Warlock,950,Solar Energy Capacity,1,Vault,true,false,3,8,,N/A,N/A,16,13,2,7,20,2,60,16,13,2,7,20,2,60,undying,Unique + intellect + mobility,Iron Mossbone*,Upgrade Armor*,,,,
Notorious Collector Strides,95332289,"""6917529129127053923""",,Legendary,Leg Armor,,Hunter,950,Solar Energy Capacity,7,Vault,true,false,2,6,,N/A,N/A,13,12,17,13,2,13,70,8,12,7,13,2,13,55,,Unique,Recovery Mod*,Traction*,Collector +3*,Upgrade Armor*,,
Notorious Sentry Boots,4266990316,"""6917529141975680236""",,Legendary,Leg Armor,,Warlock,960,Arc Energy Capacity,5,Vault,false,false,2,6,,N/A,N/A,13,12,2,8,11,9,55,13,12,2,8,11,9,55,,,Sentry +3*,Upgrade Armor*,,,,
Promethium Spur,235591051,"""6917529137982139652""",,Exotic,Leg Armor,,Warlock,960,Solar Energy Capacity,1,Vault,true,false,3,9,,N/A,N/A,12,7,6,8,6,11,50,12,7,6,8,6,11,50,,,Embers of Light*,Upgrade Armor*,,,,
Righteous Grips,3750877150,"""6917529142019199499""",,Legendary,Gauntlets,seasonpass,Hunter,961,Void Energy Capacity,6,Vault,false,false,3,9,,N/A,N/A,12,12,9,14,6,11,64,12,12,9,14,6,11,64,dawn,,Upgrade Armor*,,,,,
St0mp-EE5,193869520,"""6917529144544943693""",,Exotic,Leg Armor,,Hunter,959,Solar Energy Capacity,2,Vault,false,false,1,1,,N/A,N/A,16,12,2,12,7,12,61,16,12,2,12,7,12,61,,,Hydraulic Boosters*,Upgrade Armor*,,,,
Wing Contender,283188616,"""6917529143663049016""",junk,Legendary,Leg Armor,,Hunter,961,Solar Energy Capacity,2,Vault,false,false,3,9,,N/A,N/A,6,18,2,6,13,6,51,6,18,2,6,13,6,51,dawn,,Crucible Legacy*,Upgrade Armor*,,,,
Notorious Sentry Strides,3166483971,"""6917529129340716192""",,Legendary,Leg Armor,,Hunter,950,Arc Energy Capacity,8,Vault,true,false,2,6,,N/A,N/A,2,21,16,14,7,7,67,2,11,16,14,7,7,57,,,Resilience Mod*,Shotgun Scavenger*,Shotgun Scavenger*,Sentry +3*,Upgrade Armor*,
Notorious Collector Grips,264182643,"""6917529129121267704""",,Legendary,Gauntlets,,Hunter,950,Void Energy Capacity,2,Vault,false,false,2,6,,N/A,N/A,2,10,18,8,18,2,58,2,10,18,8,18,2,58,,,Collector +3*,Upgrade Armor*,,,,
Boots of Ascendancy,3824429433,"""6917529131873499001""",,Legendary,Leg Armor,garden,Warlock,950,Void Energy Capacity,1,Vault,true,false,3,8,,N/A,N/A,13,9,6,2,19,7,56,13,9,6,2,19,7,56,undying,,Upgrade Armor*,,,,,
Assassin's Cowl,2203146422,"""6917529139007003722""",,Exotic,Helmet,,Hunter,959,Void Energy Capacity,1,Vault,false,false,3,8,,N/A,N/A,14,7,6,8,13,7,55,14,7,6,8,13,7,55,,,Vanishing Execution*,Upgrade Armor*,,,,
Prodigal Hood,2734010957,"""6917529126920283528""",,Legendary,Helmet,,Warlock,950,Solar Energy Capacity,1,Vault,false,false,2,4,,N/A,N/A,6,18,2,2,12,12,52,6,18,2,2,12,12,52,,,Upgrade Armor*,,,,,
Penumbral Cloak,2149271612,"""6917529142063442611""",,Legendary,Hunter Cloak,,Hunter,959,Solar Energy Capacity,4,Vault,false,false,2,7,,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opulent,,Imperial Dress*,Upgrade Armor*,,,,
Reverie Dawn Tabard,2704876322,"""6917529134358114489""",,Legendary,Chest Armor,,Warlock,950,Arc Energy Capacity,5,Vault,true,false,2,4,,N/A,N/A,18,2,6,6,11,8,51,18,2,6,6,11,8,51,outlaw,,Riven's Curse*,Burnished Dreams*,Upgrade Armor*,,,
Iron Truage Grips,3756249289,"""6917529145049464398""",junk,Legendary,Gauntlets,,Hunter,961,Void Energy Capacity,1,Vault,false,false,3,9,,N/A,N/A,11,2,14,8,15,6,56,11,2,14,8,15,6,56,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Iron Truage Boots,4048191131,"""6917529145060142685""",,Legendary,Leg Armor,,Hunter,961,Arc Energy Capacity,3,Vault,false,false,3,9,,N/A,N/A,2,16,12,9,9,10,58,2,16,12,9,9,10,58,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
